
2872312856,-1.51,-2.12,9.90,0.00,0.00,0.00,0.00
2872313883,-1.53,-2.18,9.83,0.00,0.00,0.00,0.00
2872314910,-1.58,-2.12,9.56,0.00,0.00,0.00,0.00
2872315936,-1.47,-2.08,9.64,0.00,0.00,0.00,0.00
2872316966,-1.46,-2.20,9.88,0.00,0.00,0.00,0.00
2872317990,-1.45,-2.15,9.65,0.00,0.00,0.00,0.00
2872319016,-1.48,-2.17,9.48,0.00,0.00,0.00,0.00
2872320043,-1.55,-2.08,9.81,0.00,0.00,0.00,0.00
2872321070,-1.55,-2.16,9.73,0.00,0.00,0.00,0.00
2872322096,-1.47,-2.13,9.84,0.00,0.00,0.00,0.00
2872323123,-1.62,-2.14,9.80,0.00,0.00,0.00,0.00
2872324150,-1.50,-2.19,9.88,0.00,0.00,0.00,0.00
2872325176,-1.49,-2.13,9.71,0.00,0.00,0.00,0.00
2872326203,-1.54,-2.18,9.74,0.00,0.00,0.00,0.00
2872327230,-1.60,-2.10,9.78,0.00,0.00,0.00,0.00
2872328256,-1.54,-2.17,9.72,0.00,0.00,0.00,0.00
2872329283,-1.49,-2.09,9.85,0.00,0.00,0.00,0.00
2872330310,-1.62,-2.16,9.74,0.00,0.00,0.00,0.00
2872331336,-1.57,-2.06,9.74,0.00,0.00,0.00,0.00
2872332363,-1.53,-2.11,9.71,0.00,0.00,0.00,0.00
2872333390,-1.54,-2.19,9.68,0.00,0.00,0.00,0.00
2872334418,-1.57,-2.08,9.65,0.00,0.00,0.00,0.00
2872335444,-1.54,-2.17,9.69,0.00,0.00,0.00,0.00
2872336471,-1.51,-2.16,9.69,0.00,0.00,nan,0.00
2872337475,-1.60,-2.07,9.79,0.00,0.00,nan,0.00
2872338481,-1.62,-2.19,9.80,0.00,0.00,nan,0.00
2872339487,-1.57,-2.13,10.98,0.00,0.00,nan,0.00
2872340513,-1.64,-2.11,9.79,0.00,0.00,nan,0.00
2872341519,-1.60,-2.11,9.82,0.00,0.00,nan,0.00
2872342525,-1.62,-2.23,9.70,0.00,0.00,nan,0.00
2872343531,-1.52,-2.16,9.77,0.00,0.00,nan,0.00
2872344536,-1.56,-2.16,9.71,0.00,0.00,nan,0.00
2872345542,-1.65,-2.21,9.84,0.00,0.00,nan,0.00
2872346548,-1.55,-2.08,9.77,0.00,0.00,nan,0.00
2872347554,-1.66,-2.17,9.93,0.00,0.00,nan,0.00
2872348559,-1.54,-2.14,9.86,0.00,0.00,nan,0.00
2872349565,-1.65,-2.16,9.82,0.00,0.00,nan,0.00
2872350571,-1.59,-2.17,9.70,0.00,0.00,nan,0.00
2872351576,-1.62,-2.17,9.88,0.00,0.00,nan,0.00
2872352582,-1.60,-2.17,9.72,0.00,0.00,nan,0.00
2872353588,-1.59,-2.23,9.84,0.00,0.00,nan,0.00
2872354594,-1.52,-2.21,9.66,0.00,0.00,nan,0.00
2872355599,-1.52,-2.17,9.72,0.00,0.00,nan,0.00
