
3444653470,-0.52,4.12,9.24,0.00,0.00,nan,0.00
3444654470,-0.45,4.13,9.06,0.00,0.00,nan,0.00
3444655469,-0.51,4.10,9.16,0.00,0.00,nan,0.00
3444656467,-0.50,4.19,9.16,0.00,0.00,0.00,0.00
3444657471,-0.45,4.13,9.18,0.00,0.00,nan,0.00
3444658471,-0.53,4.16,9.10,0.00,0.00,0.00,0.00
3444659467,-0.43,4.11,9.16,0.00,0.00,nan,0.00
3444660467,-0.51,4.07,9.14,0.00,0.00,nan,0.00
3444661472,-0.49,4.14,8.97,0.00,0.00,0.00,0.00
3444662471,-0.46,4.12,9.19,0.00,0.00,nan,0.00
3444663471,-0.40,4.14,9.20,0.00,0.00,0.00,0.00
3444664472,-0.46,4.09,9.16,0.00,0.00,nan,0.00
3444665470,-0.55,4.10,9.08,0.00,0.00,nan,0.00
3444666467,-0.40,4.06,9.26,0.00,0.00,nan,0.00
3444667469,-0.49,4.22,9.35,0.00,0.00,nan,0.00
3444668469,-0.47,4.05,9.29,0.00,0.00,nan,0.00
3444669468,-0.46,4.14,9.30,0.00,0.00,0.00,0.00
3444670470,-0.33,4.16,9.19,0.00,0.00,nan,0.00
3444671470,-0.49,4.14,9.16,0.00,0.00,nan,0.00
3444672471,-0.48,4.10,9.10,0.00,0.00,nan,0.00
3444673467,-0.43,4.05,9.00,0.00,0.00,0.00,0.00
3444674473,-0.41,4.11,9.18,0.00,0.00,nan,0.00
3444675467,-0.46,4.08,9.10,0.00,0.00,0.00,0.00
3444676468,-0.49,4.03,9.15,0.00,0.00,0.00,0.00
3444677471,-0.43,4.10,8.97,0.00,0.00,nan,0.00
3444678469,-0.46,4.06,9.24,0.00,0.00,0.00,0.00
3444679473,-0.48,4.09,9.13,0.00,0.00,0.00,0.00
3444680470,-0.37,4.06,9.05,0.00,0.00,0.00,0.00
3444681470,-0.36,4.05,9.19,0.00,0.00,nan,0.00
3444682470,-0.41,4.11,9.29,0.00,0.00,0.00,0.00
3444683470,-0.50,4.07,9.22,0.00,0.00,nan,0.00
3444684472,-0.35,4.11,9.18,0.00,0.00,nan,0.00
3444685467,-0.40,4.07,9.21,0.00,0.00,0.00,0.00
3444686473,-0.35,4.10,9.12,0.00,0.00,0.00,0.00
3444687471,-0.41,4.10,9.16,0.00,0.00,nan,0.00
3444688470,-0.36,4.13,9.02,0.00,0.00,0.00,0.00
3444689473,-0.23,4.07,9.17,0.00,0.00,0.00,0.00
3444690470,-0.33,4.10,9.25,0.00,0.00,0.00,0.00
3444691468,-0.39,4.06,9.19,0.00,0.00,0.00,0.00
3444692473,-0.36,4.09,9.21,0.00,0.00,nan,0.00
3444693466,-0.34,4.06,9.26,0.00,0.00,0.00,0.00
3444694471,-0.33,4.04,9.19,0.00,0.00,0.00,0.00
3444695473,-0.33,4.12,9.10,0.00,0.00,0.00,0.00
3444696471,-0.32,4.02,9.17,0.00,0.00,nan,0.00
3444697469,-0.34,4.13,9.05,0.00,0.00,0.00,0.00
3444698473,-0.31,4.01,9.06,0.00,0.00,0.00,0.00
3444699468,-0.24,3.92,9.19,0.00,0.00,0.00,0.00
3444700469,-0.26,4.02,9.23,0.00,0.00,0.00,0.00
3444701471,-0.34,4.10,9.07,0.00,0.00,nan,0.00
3444702469,-0.31,3.95,9.22,0.00,0.00,0.00,0.00
3444703469,-0.20,4.04,9.16,0.00,0.00,0.00,0.00
3444704470,-0.25,4.11,9.36,0.00,0.00,nan,0.00
3444705471,-0.17,4.03,9.26,0.00,0.00,0.00,0.00
3444706468,-0.23,4.03,9.18,0.00,0.00,0.00,0.00
3444707473,-0.28,3.99,9.14,0.00,0.00,nan,0.00
3444708468,-0.12,4.04,9.32,0.00,0.00,0.00,0.00
3444709472,-0.17,4.09,9.32,0.00,0.00,nan,0.00
3444710472,-0.23,4.13,9.20,0.00,0.00,nan,0.00
