2548320400,-0.20,1.13,9.96,0.00,0.00,0.00,0.00
2548321406,-0.26,1.30,10.06,0.00,0.00,0.00,0.00
2548322432,-0.19,1.17,10.04,0.00,0.00,0.00,0.00
2548323459,-0.24,1.15,10.04,0.00,0.00,0.00,0.00
2548324486,-0.21,1.14,10.04,0.00,0.00,0.00,0.00
2548325512,-0.27,1.12,10.12,0.00,0.00,0.00,0.00
2548326539,-0.14,1.14,10.10,0.00,0.00,0.00,0.00
2548327566,-0.24,1.22,10.09,0.00,0.00,0.00,0.00
2548328592,-0.15,1.12,9.89,0.00,0.00,0.00,0.00
2548329598,-0.15,1.16,9.93,0.00,0.00,0.00,0.00
2548330604,-0.22,1.20,9.85,0.00,0.00,0.00,0.00
2548331609,-0.21,1.13,10.01,0.00,0.00,0.00,0.00
2548332636,-0.21,1.11,10.01,0.00,0.00,0.00,0.00
2548333663,-0.22,1.16,9.82,0.00,0.00,0.00,0.00
2548334668,-0.19,1.22,9.90,0.00,0.00,0.00,0.00
2548335674,-0.21,1.12,10.01,0.00,0.00,0.00,0.00
2548336701,-0.23,1.05,10.14,0.00,0.00,0.00,0.00
2548337727,-0.19,1.20,10.03,0.00,0.00,0.00,0.00
2548338754,-0.18,1.14,9.91,0.00,0.00,0.00,0.00
2548339760,-0.22,1.14,9.79,0.00,0.00,0.00,0.00
2548340766,-0.20,1.15,9.93,0.00,0.00,0.00,0.00
2548341771,-0.19,1.14,9.97,0.00,0.00,0.00,0.00
2548342777,-0.23,1.15,9.92,0.00,0.00,0.00,0.00
2548343783,-0.21,1.18,9.93,0.00,0.00,0.00,0.00
2548344788,-0.14,1.18,9.98,0.00,0.00,0.00,0.00
2548345794,-0.16,1.14,10.12,0.00,0.00,0.00,0.00
2548346821,-0.19,1.12,9.98,0.00,0.00,0.00,0.00
2548347826,-0.23,1.19,10.11,0.00,0.00,0.00,0.00
2548348853,-0.20,1.23,10.00,0.00,0.00,0.00,0.00
2548349880,-0.28,1.14,10.01,0.00,0.00,0.00,0.00
2548350906,-0.17,1.14,9.91,0.00,0.00,0.00,0.00
2548351912,-0.19,1.15,10.06,0.00,0.00,0.00,0.00
2548352942,-0.22,1.13,9.98,0.00,0.00,0.00,0.00
2548353945,-0.23,1.18,9.92,0.00,0.00,0.00,0.00
2548354950,-0.17,1.24,10.09,0.00,0.00,0.00,0.00
2548355977,-0.16,1.18,9.93,0.00,0.00,0.00,0.00
2548356983,-0.22,1.05,9.96,0.00,0.00,0.00,0.00
2548357988,-0.12,1.16,10.02,0.00,0.00,0.00,0.00
2548359016,-0.22,1.17,10.06,0.00,0.00,0.00,0.00
2548360043,-0.18,1.21,9.99,0.00,0.00,0.00,0.00
2548361049,-0.22,1.14,10.13,0.00,0.00,0.00,0.00
2548362074,-0.16,1.15,9.96,0.00,0.00,0.00,0.00
2548363080,-0.19,1.14,10.10,0.00,0.00,0.00,0.00
2548364106,-0.18,1.11,9.85,0.00,0.00,0.00,0.00
2548365112,-0.18,1.19,9.99,0.00,0.00,0.00,0.00
2548366118,-0.14,1.25,10.02,0.00,0.00,0.00,0.00
2548367145,-0.22,1.13,10.05,0.00,0.00,0.00,0.00
2548368171,-0.23,1.11,9.93,0.00,0.00,0.00,0.00
2548369177,-0.24,1.08,9.82,0.00,0.00,0.00,0.00
2548370183,-0.16,1.15,10.05,0.00,0.00,0.00,0.00
2548371209,-0.22,1.13,9.93,0.00,0.00,0.00,0.00
